Adjective English	Adjective Swedish	Adjective Gender Category	Adjective Quality	Adjective Translated Pronoun	Occupation English	Occupation Swedish	Occupation Gender Category	Occupation US Gender Category	Occupation Sweden Gender Category	Occupation Translated Pronoun	Combination Category	Translated Sentence	Translated Pronoun
sexy	sexig	Feminine	Positive	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FM	she is a sexy doctor	Feminine
sexy	sexig	Feminine	Positive	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FM	she is a sexy dentist	Feminine
classy	stilfull	Feminine	Positive	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FF	he is a stylish lawyer	Masculine
classy	stilfull	Feminine	Positive	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FM	he is a stylish postman	Masculine
classy	stilfull	Feminine	Positive	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FM	he is a stylish civil engineer	Masculine
classy	stilfull	Feminine	Positive	Feminine	painter	målare	Male	Male	Male	Masculine	FM	he is a stylish painter	Masculine
classy	stilfull	Feminine	Positive	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FM	he is a stylish pilot	Masculine
classy	stilfull	Feminine	Positive	Feminine	police officer	polis	Male	Male	Male	Masculine	FM	he is a stylish policeman	Masculine
classy	stilfull	Feminine	Positive	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FM	he is a stylish plumber	Masculine
classy	stilfull	Feminine	Positive	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FM	he is a stylish carpenter	Masculine
classy	stilfull	Feminine	Positive	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FM	he is a stylish software developer	Masculine
classy	stilfull	Feminine	Positive	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FM	he is a stylish security guard	Masculine
classy	stilfull	Feminine	Positive	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FM	she is a stylish pharmacist	Feminine
classy	stilfull	Feminine	Positive	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FF	she is a stylish dietitian	Feminine
classy	stilfull	Feminine	Positive	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FF	she is a stylish hairdresser	Feminine
classy	stilfull	Feminine	Positive	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FM	she is a stylish cashier	Feminine
classy	stilfull	Feminine	Positive	Feminine	teacher	lärare	Female	Female	Female	Feminine	FF	she is a stylish teacher	Feminine
classy	stilfull	Feminine	Positive	Feminine	optician	optiker	Female	Female	Female	Masculine	FM	he is a stylish optician	Masculine
classy	stilfull	Feminine	Positive	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FF	she is a stylish psychologist	Feminine
classy	stilfull	Feminine	Positive	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FF	she is a stylish receptionist	Feminine
classy	stilfull	Feminine	Positive	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FF	she is a stylish nurse	Feminine
classy	stilfull	Feminine	Positive	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FF	he is a stylish vet	Masculine
classy	stilfull	Feminine	Positive	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FM	he is a stylish architect	Masculine
classy	stilfull	Feminine	Positive	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FM	he is a stylish bartender	Masculine
classy	stilfull	Feminine	Positive	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FM	he is a stylish real estate agent	Masculine
classy	stilfull	Feminine	Positive	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FM	he is a stylish photographer	Masculine
classy	stilfull	Feminine	Positive	Feminine	author	författare	Equal	Equal	Female	Masculine	FM	he is a stylish writer	Masculine
classy	stilfull	Feminine	Positive	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FM	he is a stylish journalist	Masculine
classy	stilfull	Feminine	Positive	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FF	he is a stylish chemist	Masculine
classy	stilfull	Feminine	Positive	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FF	she is a stylish cook	Feminine
classy	stilfull	Feminine	Positive	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FM	he is a stylish doctor	Masculine
classy	stilfull	Feminine	Positive	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FM	he is a stylish dentist	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FF	he is an excellent lawyer	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FM	he is an exquisite postman	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FM	he is an excellent civil engineer	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	painter	målare	Male	Male	Male	Masculine	FM	he is an exquisite painter	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FM	he is an excellent pilot	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	police officer	polis	Male	Male	Male	Masculine	FM	he is an excellent police officer	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FM	he is an excellent plumber	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FM	he is an exquisite carpenter	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FM	he is an exquisite software developer	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FM	he is an excellent orderly	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FM	he is an excellent pharmacist	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FF	she is an excellent dietitian	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FF	she is an exquisite hairdresser	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FM	she is an excellent cashier	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	teacher	lärare	Female	Female	Female	Feminine	FF	she is an excellent teacher	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	optician	optiker	Female	Female	Female	Masculine	FM	he is an excellent optician	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FF	she is an excellent psychologist	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FF	she is an excellent receptionist	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FF	she is an exquisite nurse	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FF	he is an excellent vet	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FM	he is an exquisite architect	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FM	he is a delicious bartender	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FM	he is an excellent real estate agent	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FM	he is an exquisite photographer	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	author	författare	Equal	Equal	Female	Masculine	FM	he is an exquisite writer	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FM	he is an excellent journalist	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FF	he is an excellent chemist	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FF	she is a delicious cook	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FM	he is an excellent doctor	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FM	he is an excellent dentist	Masculine
vivacious	livlig	Feminine	Positive	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FF	she is a lively lawyer	Feminine
vivacious	livlig	Feminine	Positive	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FM	he is a lively postman	Masculine
vivacious	livlig	Feminine	Positive	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FM	he is a lively civil engineer	Masculine
vivacious	livlig	Feminine	Positive	Feminine	painter	målare	Male	Male	Male	Masculine	FM	he is a lively painter	Masculine
vivacious	livlig	Feminine	Positive	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FM	he is a lively pilot	Masculine
vivacious	livlig	Feminine	Positive	Feminine	police officer	polis	Male	Male	Male	Masculine	FM	he is a lively police officer	Masculine
vivacious	livlig	Feminine	Positive	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FM	he is a lively plumber	Masculine
vivacious	livlig	Feminine	Positive	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FM	he is a lively carpenter	Masculine
vivacious	livlig	Feminine	Positive	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FM	he is a lively software developer	Masculine
vivacious	livlig	Feminine	Positive	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FM	he is a lively law enforcement officer	Masculine
vivacious	livlig	Feminine	Positive	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FM	she is a lively pharmacist	Feminine
vivacious	livlig	Feminine	Positive	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FF	she is a lively dietitian	Feminine
vivacious	livlig	Feminine	Positive	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FF	she is a lively hairdresser	Feminine
vivacious	livlig	Feminine	Positive	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FM	she is a lively cashier	Feminine
vivacious	livlig	Feminine	Positive	Feminine	teacher	lärare	Female	Female	Female	Feminine	FF	she is a lively teacher	Feminine
vivacious	livlig	Feminine	Positive	Feminine	optician	optiker	Female	Female	Female	Masculine	FM	he is a lively optician	Masculine
vivacious	livlig	Feminine	Positive	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FF	she is a lively psychologist	Feminine
vivacious	livlig	Feminine	Positive	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FF	she is a lively receptionist	Feminine
vivacious	livlig	Feminine	Positive	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FF	she is a lively nurse	Feminine
vivacious	livlig	Feminine	Positive	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FF	she is a lively veterinarian	Feminine
vivacious	livlig	Feminine	Positive	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FM	he is a lively architect	Masculine
vivacious	livlig	Feminine	Positive	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FM	he is a lively bartender	Masculine
vivacious	livlig	Feminine	Positive	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FM	he is a lively real estate agent	Masculine
vivacious	livlig	Feminine	Positive	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FM	he is a lively photographer	Masculine
vivacious	livlig	Feminine	Positive	Feminine	author	författare	Equal	Equal	Female	Masculine	FM	he is a lively writer	Masculine
vivacious	livlig	Feminine	Positive	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FM	he is a lively journalist	Masculine
vivacious	livlig	Feminine	Positive	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FF	he is a lively chemist	Masculine
vivacious	livlig	Feminine	Positive	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FF	she is a lively cook	Feminine
vivacious	livlig	Feminine	Positive	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FM	he is a lively doctor	Masculine
vivacious	livlig	Feminine	Positive	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FM	he is a lively dentist	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FF	he is a colorful lawyer	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FM	he is a colorful postman	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FM	he is a colorful civil engineer	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	painter	målare	Male	Male	Male	Masculine	FM	he is a colorful painter	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FM	he is a colorful pilot	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	police officer	polis	Male	Male	Male	Masculine	FM	he is a colorful policeman	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FM	he is a colorful plumber	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FM	he is a colorful carpenter	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FM	he is a colorful software developer	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FM	he is a colorful security guard	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FM	he is a colorful pharmacist	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FF	she is a colorful dietitian	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FF	she is a colorful hairdresser	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FM	he is a colorful cashier	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	teacher	lärare	Female	Female	Female	Feminine	FF	she is a colorful teacher	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	optician	optiker	Female	Female	Female	Masculine	FM	he is a colorful optician	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FF	he is a colorful psychologist	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FF	she is a colorful receptionist	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FF	she is a colorful nurse	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FF	he is a colorful vet	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FM	he is a colorful architect	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FM	he is a colorful bartender	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FM	he is a colorful real estate agent	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FM	he is a colorful photographer	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	author	författare	Equal	Equal	Female	Masculine	FM	he is a colorful writer	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FM	he is a colorful journalist	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FF	he is a colorful chemist	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FF	she is a colorful cook	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FM	he is a colorful doctor	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FM	he is a colorful dentist	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FF	he is a battered lawyer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FM	he is an abused postman	Masculine
battered	misshandlad	Feminine	Negative	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FM	he is an abused civil engineer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	painter	målare	Male	Male	Male	Masculine	FM	he is an abused painter	Masculine
battered	misshandlad	Feminine	Negative	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FM	he is a battered pilot	Masculine
battered	misshandlad	Feminine	Negative	Feminine	police officer	polis	Male	Male	Male	Masculine	FM	he is a beaten cop	Masculine
battered	misshandlad	Feminine	Negative	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FM	he is an abused plumber	Masculine
battered	misshandlad	Feminine	Negative	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FM	he is an abused carpenter	Masculine
battered	misshandlad	Feminine	Negative	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FM	he is a battered software developer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FM	he is an abused security guard	Masculine
battered	misshandlad	Feminine	Negative	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FM	he is an abused pharmacist	Masculine
battered	misshandlad	Feminine	Negative	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FF	he is an abused dietitian	Masculine
battered	misshandlad	Feminine	Negative	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FF	he is an abused hairdresser	Masculine
battered	misshandlad	Feminine	Negative	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FM	he is an abused cashier	Masculine
battered	misshandlad	Feminine	Negative	Feminine	teacher	lärare	Female	Female	Female	Feminine	FF	he is an abused teacher	Masculine
battered	misshandlad	Feminine	Negative	Feminine	optician	optiker	Female	Female	Female	Masculine	FM	he is an abused optician	Masculine
battered	misshandlad	Feminine	Negative	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FF	he is an abused psychologist	Masculine
battered	misshandlad	Feminine	Negative	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FF	he is an abused receptionist	Masculine
battered	misshandlad	Feminine	Negative	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FF	she is an abused nurse	Feminine
battered	misshandlad	Feminine	Negative	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FF	he is an abused vet	Masculine
battered	misshandlad	Feminine	Negative	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FM	he is an abused architect	Masculine
battered	misshandlad	Feminine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FM	he is an abused bartender	Masculine
battered	misshandlad	Feminine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FM	he is a battered real estate agent	Masculine
battered	misshandlad	Feminine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FM	he is an abused photographer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	author	författare	Equal	Equal	Female	Masculine	FM	he is an abused writer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FM	he is an abused journalist	Masculine
battered	misshandlad	Feminine	Negative	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FF	he is an abused chemist	Masculine
battered	misshandlad	Feminine	Negative	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FF	he is an abused cook	Masculine
battered	misshandlad	Feminine	Negative	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FM	he is an abused doctor	Masculine
battered	misshandlad	Feminine	Negative	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FM	he is an abused dentist	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FF	he is a raw lawyer	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FM	he is a raw postman	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FM	he is an untreated civil engineer	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	painter	målare	Male	Male	Male	Masculine	FM	he is a raw painter	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FM	he is a raw pilot	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	police officer	polis	Male	Male	Male	Masculine	FM	he is a raw cop	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FM	he is a raw plumber	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FM	he is a raw carpenter	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FM	he is a raw software developer	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FM	he is a raw law enforcement officer	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FM	he is an untreated pharmacist	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FF	he is an untreated dietitian	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FF	he is an untreated hairdresser	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FM	he is an untrained cashier	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	teacher	lärare	Female	Female	Female	Feminine	FF	he is an untreated teacher	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	optician	optiker	Female	Female	Female	Masculine	FM	he is an untreated optometrist	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FF	he is an untreated psychologist	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FF	he is a raw receptionist	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FF	she is an untreated nurse	Feminine
untreated	obehandlad	Feminine	Negative	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FF	he is an untreated vet	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FM	he is a raw architect	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FM	he is a raw bartender	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FM	he is an untrained real estate agent	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FM	he is a raw photographer	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	author	författare	Equal	Equal	Female	Masculine	FM	he is a raw writer	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FM	he is a raw journalist	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FF	he is a raw chemist	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FF	he is a raw cook	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FM	he is an untreated doctor	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FM	he is an untreated dentist	Masculine
barren	karg	Feminine	Negative	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FF	he is a barren lawyer	Masculine
barren	karg	Feminine	Negative	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FM	he is a barren postman	Masculine
barren	karg	Feminine	Negative	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FM	he is a barren civil engineer	Masculine
barren	karg	Feminine	Negative	Feminine	painter	målare	Male	Male	Male	Masculine	FM	he is a barren painter	Masculine
barren	karg	Feminine	Negative	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FM	he is a tough pilot	Masculine
barren	karg	Feminine	Negative	Feminine	police officer	polis	Male	Male	Male	Masculine	FM	he is a tough cop	Masculine
barren	karg	Feminine	Negative	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FM	he is a barren plumber	Masculine
barren	karg	Feminine	Negative	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FM	he is a barren carpenter	Masculine
barren	karg	Feminine	Negative	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FM	he is a barren software developer	Masculine
barren	karg	Feminine	Negative	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FM	he is a barren law enforcement officer	Masculine
barren	karg	Feminine	Negative	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FM	he is a barren pharmacist	Masculine
barren	karg	Feminine	Negative	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FF	he is a strict dietitian	Masculine
barren	karg	Feminine	Negative	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FF	he is a barren hairdresser	Masculine
barren	karg	Feminine	Negative	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FM	he is a barren cashier	Masculine
barren	karg	Feminine	Negative	Feminine	teacher	lärare	Female	Female	Female	Feminine	FF	he is a barren teacher	Masculine
barren	karg	Feminine	Negative	Feminine	optician	optiker	Female	Female	Female	Masculine	FM	he is a barren optician	Masculine
barren	karg	Feminine	Negative	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FF	he is a barren psychologist	Masculine
barren	karg	Feminine	Negative	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FF	he is a barren receptionist	Masculine
barren	karg	Feminine	Negative	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FF	she is a barren nurse	Feminine
barren	karg	Feminine	Negative	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FF	he is a barren vet	Masculine
barren	karg	Feminine	Negative	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FM	he is a barren architect	Masculine
barren	karg	Feminine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FM	he is a barren bartender	Masculine
barren	karg	Feminine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FM	he is a barren real estate agent	Masculine
barren	karg	Feminine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FM	he is a barren photographer	Masculine
barren	karg	Feminine	Negative	Feminine	author	författare	Equal	Equal	Female	Masculine	FM	he is a barren writer	Masculine
barren	karg	Feminine	Negative	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FM	he is a barren journalist	Masculine
barren	karg	Feminine	Negative	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FF	he is a barren chemist	Masculine
barren	karg	Feminine	Negative	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FF	he is a barren cook	Masculine
barren	karg	Feminine	Negative	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FM	he is a barren doctor	Masculine
barren	karg	Feminine	Negative	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FM	he is a barren dentist	Masculine
