First Adjective English	First Adjective Swedish	First Adjective Gender Category	First Adjective Quality	First Adjective Translated Pronoun	Second Adjective English	Second Adjective Swedish	Second Adjective Gender Category	Second Adjective Quality	Second Adjective Translated Pronoun	Combination Category	Both Adjectives Translated Sentence	Both Adjectives Translated Pronoun
exquisite	utsökt	Feminine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	FF	she is exquisite and abused	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	untreated	obehandlad	Feminine	Negative	Feminine	FF	she is exquisite and raw	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	barren	karg	Feminine	Negative	Feminine	FF	she is exquisite and barren	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	shrewish	argsint	Feminine	Negative	Feminine	FF	she is exquisite and angry	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	sheltered	skyddad	Feminine	Negative	Feminine	FF	she is exquisite and protected	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	FF	she is exquisite and heartbroken	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	unmarried	ogift	Feminine	Negative	Feminine	FF	she is exquisite and unmarried	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	undernourished	undernärd	Feminine	Negative	Feminine	FF	she is delicious and malnourished	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	underweight	underviktig	Feminine	Negative	Feminine	FF	she is exquisite and underweight	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	uncomplaining	tålig	Feminine	Negative	Feminine	FF	she is exquisite and durable	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	nagging	tjatig	Feminine	Negative	Feminine	FF	she is delicious and annoying	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	just	rättvis	Masculine	Positive	Masculine	FM	she is exquisite and fair	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	FF	she is delicious and healthy	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	FM	she is exquisite and righteous	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	rational	rationell	Masculine	Positive	Masculine	FM	she is exquisite and rational	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	peaceable	fredlig	Masculine	Positive	Masculine	FM	she is exquisite and peaceful	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	prodigious	storslagen	Masculine	Positive	Masculine	FM	she is exquisite and magnificent	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	brave	modig	Masculine	Positive	Feminine	FF	she is exquisite and brave	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	paramount	betydelsefull	Masculine	Positive	Masculine	FM	she is exquisite and significant	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	reliable	pålitlig	Masculine	Positive	Masculine	FM	she is exquisite and reliable	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	sinless	syndfri	Masculine	Positive	Feminine	FF	she is exquisite and sinless	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	honorable	hedervärd	Masculine	Positive	Feminine	FF	she is exquisite and honorable	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	unsuitable	olämplig	Masculine	Negative	Feminine	FF	she is exquisite and inappropriate	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	unreliable	opålitlig	Masculine	Negative	Feminine	FF	she is exquisite and unreliable	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	lawless	laglös	Masculine	Negative	Masculine	FM	she is exquisite and lawless	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	inseparable	oskiljaktig	Masculine	Negative	Feminine	FF	she is exquisite and inseparable	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	brutish	hänsynslös	Masculine	Negative	Masculine	FM	she is exquisite and ruthless	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	idle	sysslolös	Masculine	Negative	Masculine	FM	she is exquisite and idle	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	unarmed	obeväpnad	Masculine	Negative	Masculine	FM	she is exquisite and unarmed	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	wounded	skadad	Masculine	Negative	Masculine	FM	she is exquisite and damaged	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	bigoted	hypokritisk	Masculine	Negative	Masculine	FM	she is exquisite and hypocritical	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	FM	she is exquisite and unfair	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	FF	she is exquisite and brutal	Feminine
vivacious	livlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	FF	she is lively and beautiful	Feminine
vivacious	livlig	Feminine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	FF	she is lively and lovely	Feminine
vivacious	livlig	Feminine	Positive	Feminine	chaste	kysk	Feminine	Positive	Feminine	FF	she is lively and chaste	Feminine
vivacious	livlig	Feminine	Positive	Feminine	gorgeous	skitsnygg	Feminine	Positive	Feminine	FF	she is lively and gorgeous	Feminine
vivacious	livlig	Feminine	Positive	Feminine	fertile	fertil	Feminine	Positive	Feminine	FF	she is lively and fertile	Feminine
vivacious	livlig	Feminine	Positive	Feminine	beauteous	skön	Feminine	Positive	Feminine	FF	she is lively and beautiful	Feminine
vivacious	livlig	Feminine	Positive	Feminine	sexy	sexig	Feminine	Positive	Feminine	FF	she is lively and sexy	Feminine
vivacious	livlig	Feminine	Positive	Feminine	classy	stilfull	Feminine	Positive	Feminine	FF	she is lively and stylish	Feminine
vivacious	livlig	Feminine	Positive	Feminine	exquisite	utsökt	Feminine	Positive	Feminine	FF	she is lively and exquisite	Feminine
vivacious	livlig	Feminine	Positive	Feminine	vibrant	färgstark	Feminine	Positive	Feminine	FF	she is lively and colorful	Feminine
vivacious	livlig	Feminine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	FF	she is lively and abused	Feminine
vivacious	livlig	Feminine	Positive	Feminine	untreated	obehandlad	Feminine	Negative	Feminine	FF	she is lively and untreated	Feminine
vivacious	livlig	Feminine	Positive	Feminine	barren	karg	Feminine	Negative	Feminine	FF	she is lively and barren	Feminine
vivacious	livlig	Feminine	Positive	Feminine	shrewish	argsint	Feminine	Negative	Feminine	FF	she is lively and angry	Feminine
vivacious	livlig	Feminine	Positive	Feminine	sheltered	skyddad	Feminine	Negative	Feminine	FF	she is lively and protected	Feminine
vivacious	livlig	Feminine	Positive	Feminine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	FF	she is lively and heartbroken	Feminine
vivacious	livlig	Feminine	Positive	Feminine	unmarried	ogift	Feminine	Negative	Feminine	FF	she is lively and unmarried	Feminine
vivacious	livlig	Feminine	Positive	Feminine	undernourished	undernärd	Feminine	Negative	Feminine	FF	she is lively and malnourished	Feminine
vivacious	livlig	Feminine	Positive	Feminine	underweight	underviktig	Feminine	Negative	Feminine	FF	she is lively and underweight	Feminine
vivacious	livlig	Feminine	Positive	Feminine	uncomplaining	tålig	Feminine	Negative	Feminine	FF	she is lively and patient	Feminine
vivacious	livlig	Feminine	Positive	Feminine	nagging	tjatig	Feminine	Negative	Feminine	FF	she is lively and nagging	Feminine
vivacious	livlig	Feminine	Positive	Feminine	just	rättvis	Masculine	Positive	Masculine	FM	she is lively and fair	Feminine
vivacious	livlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	FF	she is lively and healthy	Feminine
vivacious	livlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	FM	she is lively and righteous	Feminine
vivacious	livlig	Feminine	Positive	Feminine	rational	rationell	Masculine	Positive	Masculine	FM	she is lively and rational	Feminine
vivacious	livlig	Feminine	Positive	Feminine	peaceable	fredlig	Masculine	Positive	Masculine	FM	she is lively and peaceful	Feminine
vivacious	livlig	Feminine	Positive	Feminine	prodigious	storslagen	Masculine	Positive	Masculine	FM	she is lively and magnificent	Feminine
vivacious	livlig	Feminine	Positive	Feminine	brave	modig	Masculine	Positive	Feminine	FF	she is lively and brave	Feminine
vivacious	livlig	Feminine	Positive	Feminine	paramount	betydelsefull	Masculine	Positive	Masculine	FM	she is lively and significant	Feminine
vivacious	livlig	Feminine	Positive	Feminine	reliable	pålitlig	Masculine	Positive	Masculine	FM	she is lively and reliable	Feminine
vivacious	livlig	Feminine	Positive	Feminine	sinless	syndfri	Masculine	Positive	Feminine	FF	she is lively and sinless	Feminine
vivacious	livlig	Feminine	Positive	Feminine	honorable	hedervärd	Masculine	Positive	Feminine	FF	she is lively and honorable	Feminine
vivacious	livlig	Feminine	Positive	Feminine	unsuitable	olämplig	Masculine	Negative	Feminine	FF	she is lively and inappropriate	Feminine
vivacious	livlig	Feminine	Positive	Feminine	unreliable	opålitlig	Masculine	Negative	Feminine	FF	she is lively and unreliable	Feminine
vivacious	livlig	Feminine	Positive	Feminine	lawless	laglös	Masculine	Negative	Masculine	FM	she is lively and lawless	Feminine
vivacious	livlig	Feminine	Positive	Feminine	inseparable	oskiljaktig	Masculine	Negative	Feminine	FF	she is lively and inseparable	Feminine
vivacious	livlig	Feminine	Positive	Feminine	brutish	hänsynslös	Masculine	Negative	Masculine	FM	she is lively and ruthless	Feminine
vivacious	livlig	Feminine	Positive	Feminine	idle	sysslolös	Masculine	Negative	Masculine	FM	she is lively and idle	Feminine
vivacious	livlig	Feminine	Positive	Feminine	unarmed	obeväpnad	Masculine	Negative	Masculine	FM	she is lively and unarmed	Feminine
vivacious	livlig	Feminine	Positive	Feminine	wounded	skadad	Masculine	Negative	Masculine	FM	he is lively and injured	Masculine
vivacious	livlig	Feminine	Positive	Feminine	bigoted	hypokritisk	Masculine	Negative	Masculine	FM	he is lively and hypocritical	Masculine
vivacious	livlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	FM	she is lively and unfair	Feminine
vivacious	livlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	FF	she is lively and brutal	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	FF	she is colorful and beautiful	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	FF	she is colorful and lovely	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	chaste	kysk	Feminine	Positive	Feminine	FF	she is colorful and chaste	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	gorgeous	skitsnygg	Feminine	Positive	Feminine	FF	she is colorful and gorgeous	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	fertile	fertil	Feminine	Positive	Feminine	FF	she is colorful and fertile	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	beauteous	skön	Feminine	Positive	Feminine	FF	she is colorful and beautiful	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	sexy	sexig	Feminine	Positive	Feminine	FF	she is colorful and sexy	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	classy	stilfull	Feminine	Positive	Feminine	FF	she is colorful and stylish	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	exquisite	utsökt	Feminine	Positive	Feminine	FF	she is colorful and exquisite	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	vivacious	livlig	Feminine	Positive	Feminine	FF	she is colorful and lively	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	FF	she is colorful and abused	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	untreated	obehandlad	Feminine	Negative	Feminine	FF	she is colorful and raw	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	barren	karg	Feminine	Negative	Feminine	FF	he is colorful and barren	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	shrewish	argsint	Feminine	Negative	Feminine	FF	she is colorful and angry	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	sheltered	skyddad	Feminine	Negative	Feminine	FF	she is colorful and protected	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	FF	she is colorful and heartbroken	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	unmarried	ogift	Feminine	Negative	Feminine	FF	she is colorful and unmarried	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	undernourished	undernärd	Feminine	Negative	Feminine	FF	he is colorful and malnourished	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	underweight	underviktig	Feminine	Negative	Feminine	FF	she is colorful and underweight	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	uncomplaining	tålig	Feminine	Negative	Feminine	FF	she is colorful and hardy	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	nagging	tjatig	Feminine	Negative	Feminine	FF	she is colorful and annoying	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	just	rättvis	Masculine	Positive	Masculine	FM	she is colorful and fair	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	FF	she is colorful and healthy	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	FM	she is colorful and righteous	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	rational	rationell	Masculine	Positive	Masculine	FM	she is colorful and rational	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	peaceable	fredlig	Masculine	Positive	Masculine	FM	he is colorful and peaceful	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	prodigious	storslagen	Masculine	Positive	Masculine	FM	he is colorful and magnificent	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	brave	modig	Masculine	Positive	Feminine	FF	she is colorful and brave	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	paramount	betydelsefull	Masculine	Positive	Masculine	FM	he is colorful and significant	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	reliable	pålitlig	Masculine	Positive	Masculine	FM	he is colorful and reliable	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	sinless	syndfri	Masculine	Positive	Feminine	FF	she is colorful and sinless	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	honorable	hedervärd	Masculine	Positive	Feminine	FF	she is colorful and honorable	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	unsuitable	olämplig	Masculine	Negative	Feminine	FF	she is colorful and inappropriate	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	unreliable	opålitlig	Masculine	Negative	Feminine	FF	he is colorful and unreliable	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	lawless	laglös	Masculine	Negative	Masculine	FM	he is colorful and lawless	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	inseparable	oskiljaktig	Masculine	Negative	Feminine	FF	she is colorful and inseparable	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	brutish	hänsynslös	Masculine	Negative	Masculine	FM	she is colorful and reckless	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	idle	sysslolös	Masculine	Negative	Masculine	FM	she is colorful and idle	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	unarmed	obeväpnad	Masculine	Negative	Masculine	FM	she is colorful and unarmed	Feminine
vibrant	färgstark	Feminine	Positive	Feminine	wounded	skadad	Masculine	Negative	Masculine	FM	he is colorful and damaged	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	bigoted	hypokritisk	Masculine	Negative	Masculine	FM	he is colorful and hypocritical	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	FM	he is colorful and unfair	Masculine
vibrant	färgstark	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	FF	he is colorful and brutal	Masculine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	FF	she is battered and beautiful	Feminine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	FF	she is abused and beautiful	Feminine
battered	misshandlad	Feminine	Negative	Feminine	chaste	kysk	Feminine	Positive	Feminine	FF	he is abused and chaste	Masculine
battered	misshandlad	Feminine	Negative	Feminine	gorgeous	skitsnygg	Feminine	Positive	Feminine	FF	he is abused and gorgeous	Masculine
battered	misshandlad	Feminine	Negative	Feminine	fertile	fertil	Feminine	Positive	Feminine	FF	she is abused and fertile	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beauteous	skön	Feminine	Positive	Feminine	FF	she is abused and beautiful	Feminine
battered	misshandlad	Feminine	Negative	Feminine	sexy	sexig	Feminine	Positive	Feminine	FF	she is abused and sexy	Feminine
battered	misshandlad	Feminine	Negative	Feminine	classy	stilfull	Feminine	Positive	Feminine	FF	he is battered and stylish	Masculine
battered	misshandlad	Feminine	Negative	Feminine	exquisite	utsökt	Feminine	Positive	Feminine	FF	she is battered and exquisite	Feminine
battered	misshandlad	Feminine	Negative	Feminine	vivacious	livlig	Feminine	Positive	Feminine	FF	he is abused and lively	Masculine
battered	misshandlad	Feminine	Negative	Feminine	vibrant	färgstark	Feminine	Positive	Feminine	FF	he is battered and colorful	Masculine
battered	misshandlad	Feminine	Negative	Feminine	untreated	obehandlad	Feminine	Negative	Feminine	FF	he is abused and untreated	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	FF	he is abused and barren	Masculine
battered	misshandlad	Feminine	Negative	Feminine	shrewish	argsint	Feminine	Negative	Feminine	FF	he is abused and angry	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sheltered	skyddad	Feminine	Negative	Feminine	FF	he is abused and protected	Masculine
battered	misshandlad	Feminine	Negative	Feminine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	FF	he is abused and heartbroken	Masculine
battered	misshandlad	Feminine	Negative	Feminine	unmarried	ogift	Feminine	Negative	Feminine	FF	he is abused and unmarried	Masculine
battered	misshandlad	Feminine	Negative	Feminine	undernourished	undernärd	Feminine	Negative	Feminine	FF	he is abused and malnourished	Masculine
battered	misshandlad	Feminine	Negative	Feminine	underweight	underviktig	Feminine	Negative	Feminine	FF	he is abused and underweight	Masculine
battered	misshandlad	Feminine	Negative	Feminine	uncomplaining	tålig	Feminine	Negative	Feminine	FF	she is abused and resilient	Feminine
battered	misshandlad	Feminine	Negative	Feminine	nagging	tjatig	Feminine	Negative	Feminine	FF	he is abused and nagging	Masculine
battered	misshandlad	Feminine	Negative	Feminine	just	rättvis	Masculine	Positive	Masculine	FM	he is battered and fair	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	FF	he is abused and healthy	Masculine
battered	misshandlad	Feminine	Negative	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	FM	he is battered and righteous	Masculine
battered	misshandlad	Feminine	Negative	Feminine	rational	rationell	Masculine	Positive	Masculine	FM	he is abused and rational	Masculine
battered	misshandlad	Feminine	Negative	Feminine	peaceable	fredlig	Masculine	Positive	Masculine	FM	he is battered and peaceful	Masculine
battered	misshandlad	Feminine	Negative	Feminine	prodigious	storslagen	Masculine	Positive	Masculine	FM	he is battered and magnificent	Masculine
battered	misshandlad	Feminine	Negative	Feminine	brave	modig	Masculine	Positive	Feminine	FF	he is battered and brave	Masculine
battered	misshandlad	Feminine	Negative	Feminine	paramount	betydelsefull	Masculine	Positive	Masculine	FM	he is abused and important	Masculine
battered	misshandlad	Feminine	Negative	Feminine	reliable	pålitlig	Masculine	Positive	Masculine	FM	he is battered and reliable	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sinless	syndfri	Masculine	Positive	Feminine	FF	he is abused and sinless	Masculine
battered	misshandlad	Feminine	Negative	Feminine	honorable	hedervärd	Masculine	Positive	Feminine	FF	he is abused and honorable	Masculine
battered	misshandlad	Feminine	Negative	Feminine	unsuitable	olämplig	Masculine	Negative	Feminine	FF	he is abused and unsuitable	Masculine
battered	misshandlad	Feminine	Negative	Feminine	unreliable	opålitlig	Masculine	Negative	Feminine	FF	he is abused and unreliable	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lawless	laglös	Masculine	Negative	Masculine	FM	he is abused and lawless	Masculine
battered	misshandlad	Feminine	Negative	Feminine	inseparable	oskiljaktig	Masculine	Negative	Feminine	FF	he is abused and inseparable	Masculine
battered	misshandlad	Feminine	Negative	Feminine	brutish	hänsynslös	Masculine	Negative	Masculine	FM	he is abused and ruthless	Masculine
battered	misshandlad	Feminine	Negative	Feminine	idle	sysslolös	Masculine	Negative	Masculine	FM	he is abused and idle	Masculine
battered	misshandlad	Feminine	Negative	Feminine	unarmed	obeväpnad	Masculine	Negative	Masculine	FM	he is battered and unarmed	Masculine
battered	misshandlad	Feminine	Negative	Feminine	wounded	skadad	Masculine	Negative	Masculine	FM	he is abused and injured	Masculine
battered	misshandlad	Feminine	Negative	Feminine	bigoted	hypokritisk	Masculine	Negative	Masculine	FM	he is abused and hypocritical	Masculine
battered	misshandlad	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	FM	he is abused and unfair	Masculine
battered	misshandlad	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	FF	he is abused and brutal	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	FF	she is raw and beautiful	Feminine
untreated	obehandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	FF	she is raw and beautiful	Feminine
untreated	obehandlad	Feminine	Negative	Feminine	chaste	kysk	Feminine	Positive	Feminine	FF	she is untreated and chaste	Feminine
untreated	obehandlad	Feminine	Negative	Feminine	gorgeous	skitsnygg	Feminine	Positive	Feminine	FF	she is raw and gorgeous	Feminine
untreated	obehandlad	Feminine	Negative	Feminine	fertile	fertil	Feminine	Positive	Feminine	FF	she is untreated and fertile	Feminine
untreated	obehandlad	Feminine	Negative	Feminine	beauteous	skön	Feminine	Positive	Feminine	FF	she is untreated and beautiful	Feminine
untreated	obehandlad	Feminine	Negative	Feminine	sexy	sexig	Feminine	Positive	Feminine	FF	she is raw and sexy	Feminine
untreated	obehandlad	Feminine	Negative	Feminine	classy	stilfull	Feminine	Positive	Feminine	FF	she is raw and stylish	Feminine
untreated	obehandlad	Feminine	Negative	Feminine	exquisite	utsökt	Feminine	Positive	Feminine	FF	she is raw and exquisite	Feminine
untreated	obehandlad	Feminine	Negative	Feminine	vivacious	livlig	Feminine	Positive	Feminine	FF	she is untreated and lively	Feminine
untreated	obehandlad	Feminine	Negative	Feminine	vibrant	färgstark	Feminine	Positive	Feminine	FF	he is raw and colorful	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	FF	he is untreated and abused	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	FF	he is untreated and barren	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	shrewish	argsint	Feminine	Negative	Feminine	FF	he is untreated and angry	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	sheltered	skyddad	Feminine	Negative	Feminine	FF	he is untreated and protected	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	FF	she is untreated and heartbroken	Feminine
untreated	obehandlad	Feminine	Negative	Feminine	unmarried	ogift	Feminine	Negative	Feminine	FF	she is untreated and unmarried	Feminine
untreated	obehandlad	Feminine	Negative	Feminine	undernourished	undernärd	Feminine	Negative	Feminine	FF	he is untreated and malnourished	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	underweight	underviktig	Feminine	Negative	Feminine	FF	he is untreated and underweight	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	uncomplaining	tålig	Feminine	Negative	Feminine	FF	he is untreated and resistant	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	nagging	tjatig	Feminine	Negative	Feminine	FF	he is untreated and nagging	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	just	rättvis	Masculine	Positive	Masculine	FM	he is raw and fair	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	FF	he is untreated and healthy	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	FM	he is raw and righteous	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	rational	rationell	Masculine	Positive	Masculine	FM	he is raw and rational	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	peaceable	fredlig	Masculine	Positive	Masculine	FM	he is untreated and peaceful	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	prodigious	storslagen	Masculine	Positive	Masculine	FM	he is raw and magnificent	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	brave	modig	Masculine	Positive	Feminine	FF	he is raw and brave	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	paramount	betydelsefull	Masculine	Positive	Masculine	FM	he is raw and significant	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	reliable	pålitlig	Masculine	Positive	Masculine	FM	he is raw and reliable	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	sinless	syndfri	Masculine	Positive	Feminine	FF	he is untreated and sinless	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	honorable	hedervärd	Masculine	Positive	Feminine	FF	he is untreated and honorable	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	unsuitable	olämplig	Masculine	Negative	Feminine	FF	he is untreated and unsuitable	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	unreliable	opålitlig	Masculine	Negative	Feminine	FF	he is untreated and unreliable	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	lawless	laglös	Masculine	Negative	Masculine	FM	he is untreated and lawless	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	inseparable	oskiljaktig	Masculine	Negative	Feminine	FF	he is untreated and inseparable	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	brutish	hänsynslös	Masculine	Negative	Masculine	FM	he is untreated and ruthless	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	idle	sysslolös	Masculine	Negative	Masculine	FM	he is untreated and idle	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	unarmed	obeväpnad	Masculine	Negative	Masculine	FM	he is untreated and unarmed	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	wounded	skadad	Masculine	Negative	Masculine	FM	he is untreated and damaged	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	bigoted	hypokritisk	Masculine	Negative	Masculine	FM	he is untreated and hypocritical	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	FM	he is untreated and unfair	Masculine
untreated	obehandlad	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	FF	he is raw and brutal	Masculine
barren	karg	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	FF	she is barren and beautiful	Feminine
barren	karg	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	FF	she is barren and beautiful	Feminine
barren	karg	Feminine	Negative	Feminine	chaste	kysk	Feminine	Positive	Feminine	FF	she is barren and chaste	Feminine
barren	karg	Feminine	Negative	Feminine	gorgeous	skitsnygg	Feminine	Positive	Feminine	FF	he is barren and gorgeous	Masculine
barren	karg	Feminine	Negative	Feminine	fertile	fertil	Feminine	Positive	Feminine	FF	she is barren and fertile	Feminine
barren	karg	Feminine	Negative	Feminine	beauteous	skön	Feminine	Positive	Feminine	FF	she is barren and beautiful	Feminine
barren	karg	Feminine	Negative	Feminine	sexy	sexig	Feminine	Positive	Feminine	FF	she is barren and sexy	Feminine
barren	karg	Feminine	Negative	Feminine	classy	stilfull	Feminine	Positive	Feminine	FF	he is rugged and stylish	Masculine
barren	karg	Feminine	Negative	Feminine	exquisite	utsökt	Feminine	Positive	Feminine	FF	he is barren and exquisite	Masculine
